1,0,0,0,0,1,0,0,0,0,1,0
1,-0.0005,0,-0.995,0.0005,1,0,-0.00024875,0,0,1,0
1,-0.002,0,-1.98,0.002,1,0,-0.00198,0,0,1,0
0.99999,-0.0045,0,-2.955,0.0045,0.99999,0,-0.0066487,0,0,1,0
0.99997,-0.0079999,0,-3.92,0.0079999,0.99997,0,-0.01568,0,0,1,0
0.99992,-0.0125,0,-4.8749,0.0125,0.99992,0,-0.030468,0,0,1,0
0.99984,-0.017999,0,-5.8197,0.017999,0.99984,0,-0.052379,0,0,1,0
0.9997,-0.024498,0,-6.7543,0.024498,0.9997,0,-0.082745,0,0,1,0
0.99949,-0.031995,0,-7.6787,0.031995,0.99949,0,-0.12287,0,0,1,0
0.99918,-0.040489,0,-8.5927,0.040489,0.99918,0,-0.17402,0,0,1,0
0.99875,-0.049979,0,-9.496,0.049979,0.99875,0,-0.23745,0,0,1,0
0.99817,-0.060463,0,-10.389,0.060463,0.99817,0,-0.31435,0,0,1,0
0.99741,-0.071938,0,-11.27,0.071938,0.99741,0,-0.4059,0,0,1,0
0.99643,-0.084399,0,-12.141,0.084399,0.99643,0,-0.51324,0,0,1,0
0.9952,-0.097843,0,-12.999,0.097843,0.9952,0,-0.63747,0,0,1,0
0.99368,-0.11226,0,-13.846,0.11226,0.99368,0,-0.77965,0,0,1,0
0.99182,-0.12765,0,-14.68,0.12765,0.99182,0,-0.94079,0,0,1,0
0.98958,-0.144,0,-15.501,0.144,0.98958,0,-1.1219,0,0,1,0
0.98691,-0.16129,0,-16.308,0.16129,0.98691,0,-1.3239,0,0,1,0
0.98375,-0.17952,0,-17.102,0.17952,0.98375,0,-1.5476,0,0,1,0
-10,0,0,0,0,0,1,0,0,0,0,0.1
-9.9,0,0,0,0,0.01,1,0,0,0,0,0.1
-9.8,0,0,0,0,0.02,1,0,0,0,0,0.1
-9.7,0,0,0,0,0.03,1,0,0,0,0,0.1
-9.6,0,0,0,0,0.04,1,0,0,0,0,0.1
-9.5,0,0,0,0,0.05,1,0,0,0,0,0.1
-9.4,0,0,0,0,0.06,1,0,0,0,0,0.1
-9.3,0,0,0,0,0.07,1,0,0,0,0,0.1
-9.2,0,0,0,0,0.08,1,0,0,0,0,0.1
-9.1,0,0,0,0,0.09,1,0,0,0,0,0.1
-9,0,0,0,0,0.1,1,0,0,0,0,0.1
-8.9,0,0,0,0,0.11,1,0,0,0,0,0.1
-8.8,0,0,0,0,0.12,1,0,0,0,0,0.1
-8.7,0,0,0,0,0.13,1,0,0,0,0,0.1
-8.6,0,0,0,0,0.14,1,0,0,0,0,0.1
-8.5,0,0,0,0,0.15,1,0,0,0,0,0.1
-8.4,0,0,0,0,0.16,1,0,0,0,0,0.1
-8.3,0,0,0,0,0.17,1,0,0,0,0,0.1
-8.2,0,0,0,0,0.18,1,0,0,0,0,0.1
-8.1,0,0,0,0,0.19,1,0,0,0,0,0.1
